timesteps,datetime,temperature,SHORT,NOISE,CONSTANT
471,2004-03-08 20:38:16.776717,24.100136918184653,False,True,False
472,2004-03-08 21:08:16.776717,23.50504373315727,False,True,False
473,2004-03-08 21:38:16.776717,23.896871600917983,False,True,False
474,2004-03-08 22:08:16.776717,22.013159966445574,False,True,False
475,2004-03-08 22:38:16.776717,22.723520666233313,False,True,False
476,2004-03-08 23:08:16.776717,21.734662517828315,False,True,False
477,2004-03-08 23:38:16.776717,21.915726914300155,False,True,False
478,2004-03-09 00:08:16.776717,22.115601010994848,False,True,False
479,2004-03-09 00:38:16.776717,22.908971156132832,False,True,False
480,2004-03-09 01:08:16.776717,21.06174421066519,False,True,False
481,2004-03-09 01:38:16.776717,22.48177490881194,False,True,False
482,2004-03-09 02:08:16.776717,23.331858575784537,False,True,False
483,2004-03-09 02:38:16.776717,22.416093719788574,False,True,False
484,2004-03-09 03:08:16.776717,22.578027896924727,False,True,False
485,2004-03-09 03:38:16.776717,22.41260186148724,False,True,False
486,2004-03-09 04:08:16.776717,21.48571462373021,False,True,False
487,2004-03-09 04:38:16.776717,20.493872842961867,False,True,False
488,2004-03-09 05:08:16.776717,21.838237987034816,False,True,False
489,2004-03-09 05:38:16.776717,19.970189121214162,False,True,False
490,2004-03-09 06:08:16.776717,21.433892162766853,False,True,False
491,2004-03-09 06:38:16.776717,18.209397401786575,False,True,False
492,2004-03-09 07:08:16.776717,21.483222210939022,False,True,False
493,2004-03-09 07:38:16.776717,25.31523264176074,False,True,False
494,2004-03-09 08:08:16.776717,21.72963840252173,False,True,False
495,2004-03-09 08:38:16.776717,23.769257592680514,False,True,False
496,2004-03-09 09:08:16.776717,22.799538399058687,False,True,False
497,2004-03-09 09:38:16.776717,22.34879691843727,False,True,False
498,2004-03-09 10:08:16.776717,22.296374660734454,False,True,False
499,2004-03-09 10:38:16.776717,20.28948966425145,False,True,False
500,2004-03-09 11:08:16.776717,23.37849486752975,False,True,False
501,2004-03-09 11:38:16.776717,22.304664829498762,False,True,False
502,2004-03-09 12:08:16.776717,20.583392457958258,False,True,False
503,2004-03-09 12:38:16.776717,21.5337658439816,False,True,False
504,2004-03-09 13:08:16.776717,22.375411421862445,False,True,False
505,2004-03-09 13:38:16.776717,24.487398153067094,False,True,False
506,2004-03-09 14:08:16.776717,23.498440458884552,False,True,False
507,2004-03-09 14:38:16.776717,23.904113604007122,False,True,False
508,2004-03-09 15:08:16.776717,22.96808809634808,False,True,False
509,2004-03-09 15:38:16.776717,21.782412848558597,False,True,False
510,2004-03-09 16:08:16.776717,21.42237720132927,False,True,False
511,2004-03-09 16:38:16.776717,22.0758,False,False,False
512,2004-03-09 17:08:16.776717,21.9876,False,False,False
513,2004-03-09 17:38:16.776717,21.8112,False,False,False
514,2004-03-09 18:08:16.776717,22.0562,False,False,False
515,2004-03-09 18:38:16.776717,22.9284,False,False,False
516,2004-03-09 19:08:16.776717,22.9774,False,False,False
517,2004-03-09 19:38:16.776717,22.899,False,False,False
518,2004-03-09 20:08:16.776717,22.8304,False,False,False
519,2004-03-09 20:38:16.776717,22.9284,False,False,False
520,2004-03-09 21:08:16.776717,22.85,False,False,False
521,2004-03-09 21:38:16.776717,22.7128,False,False,False
522,2004-03-09 22:08:16.776717,22.654,False,False,False
523,2004-03-09 22:38:16.776717,22.703,False,False,False
524,2004-03-09 23:08:16.776717,22.654,False,False,False
525,2004-03-09 23:38:16.776717,22.5854,False,False,False
526,2004-03-10 00:08:16.776717,22.5266,False,False,False
527,2004-03-10 00:38:16.776717,22.4874,False,False,False
528,2004-03-10 01:08:16.776717,22.3208,False,False,False
529,2004-03-10 01:38:16.776717,22.1346,False,False,False
530,2004-03-10 02:08:16.776717,21.9386,False,False,False
531,2004-03-10 02:38:16.776717,21.8112,False,False,False
532,2004-03-10 03:08:16.776717,21.7426,False,False,False
533,2004-03-10 03:38:16.776717,21.6936,False,False,False
534,2004-03-10 04:08:16.776717,21.6544,False,False,False
535,2004-03-10 04:38:16.776717,21.576,False,False,False
536,2004-03-10 05:08:16.776717,21.4976,False,False,False
537,2004-03-10 05:38:16.776717,21.478,False,False,False
538,2004-03-10 06:08:16.776717,21.4584,False,False,False
539,2004-03-10 06:38:16.776717,21.4682,False,False,False
540,2004-03-10 07:08:16.776717,23.3204,False,False,False
541,2004-03-10 07:38:16.776717,23.487,False,False,False
542,2004-03-10 08:08:16.776717,23.7516,False,False,False
543,2004-03-10 08:38:16.776717,23.3106,False,False,False
544,2004-03-10 09:08:16.776717,23.1636,False,False,False
545,2004-03-10 09:38:16.776717,23.1636,False,False,False
546,2004-03-10 10:08:16.776717,23.1636,False,False,False
547,2004-03-10 10:38:16.776717,23.1636,False,False,False
548,2004-03-10 11:08:16.776717,23.1636,False,False,False
549,2004-03-10 11:38:16.776717,23.1636,False,False,False
550,2004-03-10 12:08:16.776717,23.1636,False,False,False
551,2004-03-10 12:38:16.776717,23.1636,False,False,False
552,2004-03-10 13:08:16.776717,23.1636,False,False,False
553,2004-03-10 13:38:16.776717,23.1636,False,False,False
554,2004-03-10 14:08:16.776717,23.1636,False,False,False
555,2004-03-10 14:38:16.776717,23.1636,False,False,False
556,2004-03-10 15:08:16.776717,23.1636,False,False,False
557,2004-03-10 15:38:16.776717,23.1636,False,False,False
558,2004-03-10 16:08:16.776717,23.1636,False,False,False
559,2004-03-10 16:38:16.776717,23.1636,False,False,False
560,2004-03-10 17:08:16.776717,23.1636,False,False,False
561,2004-03-10 17:38:16.776717,23.1636,False,False,False
562,2004-03-10 18:08:16.776717,23.1636,False,False,False
563,2004-03-10 18:38:16.776717,23.1636,False,False,False
564,2004-03-10 19:08:16.776717,23.1636,False,False,False
565,2004-03-10 19:38:16.776717,23.1636,False,False,False
566,2004-03-10 20:08:16.776717,23.1636,False,False,False
567,2004-03-10 20:38:16.776717,23.1636,False,False,False
568,2004-03-10 21:08:16.776717,23.1636,False,False,False
569,2004-03-10 21:38:16.776717,23.1636,False,False,False
570,2004-03-10 22:08:16.776717,23.1636,False,False,False
571,2004-03-10 22:38:16.776717,23.1636,False,False,False
572,2004-03-10 23:08:16.776717,23.1636,False,False,False
573,2004-03-10 23:38:16.776717,23.1636,False,False,False
574,2004-03-11 00:08:16.776717,23.1636,False,False,False
575,2004-03-11 00:38:16.776717,23.1636,False,False,False
576,2004-03-11 01:08:16.776717,23.1636,False,False,False
577,2004-03-11 01:38:16.776717,23.1636,False,False,False
578,2004-03-11 02:08:16.776717,23.1636,False,False,False
579,2004-03-11 02:38:16.776717,23.1636,False,False,False
580,2004-03-11 03:08:16.776717,23.1636,False,False,False
581,2004-03-11 03:38:16.776717,23.1636,False,False,False
582,2004-03-11 04:08:16.776717,23.1636,False,False,False
583,2004-03-11 04:38:16.776717,23.1636,False,False,False
584,2004-03-11 05:08:16.776717,23.1636,False,False,False
585,2004-03-11 05:38:16.776717,23.1636,False,False,False
586,2004-03-11 06:08:16.776717,23.1636,False,False,False
587,2004-03-11 06:38:16.776717,23.1636,False,False,False
588,2004-03-11 07:08:16.776717,23.1636,False,False,False
589,2004-03-11 07:38:16.776717,23.1636,False,False,False
590,2004-03-11 08:08:16.776717,23.1636,False,False,False
591,2004-03-11 08:38:16.776717,23.1636,False,False,False
592,2004-03-11 09:08:16.776717,23.1636,False,False,False
593,2004-03-11 09:38:16.776717,22.9578,False,False,False
594,2004-03-11 10:08:16.776717,22.3502,False,False,False
595,2004-03-11 10:38:16.776717,22.6344,False,False,False
596,2004-03-11 11:08:16.776717,22.948,False,False,False
597,2004-03-11 11:38:16.776717,22.7324,False,False,False
598,2004-03-11 12:08:16.776717,22.8892,False,False,False
599,2004-03-11 12:38:16.776717,22.8794,False,False,False
600,2004-03-11 13:08:16.776717,23.1146,False,False,False
601,2004-03-11 13:38:16.776717,22.9872,False,False,False
602,2004-03-11 14:08:16.776717,22.997,False,False,False
603,2004-03-11 14:38:16.776717,22.9284,False,False,False
604,2004-03-11 15:08:16.776717,22.6638,False,False,False
605,2004-03-11 15:38:16.776717,22.6834,False,False,False
606,2004-03-11 16:08:16.776717,22.4384,False,False,False
607,2004-03-11 16:38:16.776717,22.0856,False,False,False
608,2004-03-11 17:08:16.776717,21.8112,False,False,False
609,2004-03-11 17:38:16.776717,21.7328,False,False,False
610,2004-03-11 18:08:16.776717,22.0366,False,False,False
611,2004-03-11 18:38:16.776717,22.9186,False,False,False
612,2004-03-11 19:08:16.776717,23.0264,False,False,False
613,2004-03-11 19:38:16.776717,22.9676,False,False,False
614,2004-03-11 20:08:16.776717,22.9186,False,False,False
615,2004-03-11 20:38:16.776717,22.8304,False,False,False
616,2004-03-11 21:08:16.776717,22.7226,False,False,False
617,2004-03-11 21:38:16.776717,22.6736,False,False,False
618,2004-03-11 22:08:16.776717,22.556,False,False,False
619,2004-03-11 22:38:16.776717,22.3992,False,False,False
620,2004-03-11 23:08:16.776717,22.2816,False,False,False
621,2004-03-11 23:38:16.776717,22.115,False,False,False
622,2004-03-12 00:08:16.776717,21.8406,False,False,False
623,2004-03-12 00:38:16.776717,21.5564,False,False,False
624,2004-03-12 01:08:16.776717,21.3408,False,False,False
625,2004-03-12 01:38:16.776717,21.1644,False,False,False
626,2004-03-12 02:08:16.776717,21.0076,False,False,False
627,2004-03-12 02:38:16.776717,20.8802,False,False,False
628,2004-03-12 03:08:16.776717,20.7528,False,False,False
629,2004-03-12 03:38:16.776717,20.6548,False,False,False
630,2004-03-12 04:08:16.776717,20.5274,False,False,False
631,2004-03-12 04:38:16.776717,20.351,False,False,False
632,2004-03-12 05:08:16.776717,20.2236,False,False,False
633,2004-03-12 05:38:16.776717,20.1648,False,False,False
634,2004-03-12 06:08:16.776717,20.106,False,False,False
635,2004-03-12 06:38:16.776717,20.0864,False,False,False
636,2004-03-12 07:08:16.776717,20.8116,False,False,False
637,2004-03-12 07:38:16.776717,21.3408,False,False,False
638,2004-03-12 08:08:16.776717,20.89,False,False,False
639,2004-03-12 08:38:16.776717,21.233,False,False,False
640,2004-03-12 09:08:16.776717,21.6544,False,False,False
641,2004-03-12 09:38:16.776717,22.2522,False,False,False
642,2004-03-12 10:08:16.776717,22.4384,False,False,False
643,2004-03-12 10:38:16.776717,22.5364,False,False,False
644,2004-03-12 11:08:16.776717,22.9676,False,False,False
645,2004-03-12 11:38:16.776717,22.8892,False,False,False
646,2004-03-12 12:08:16.776717,22.5756,False,False,False
647,2004-03-12 12:38:16.776717,22.5168,False,False,False
648,2004-03-12 13:08:16.776717,22.3894,False,False,False
649,2004-03-12 13:38:16.776717,22.2326,False,False,False
650,2004-03-12 14:08:16.776717,22.2228,False,False,False
651,2004-03-12 14:38:16.776717,22.1836,False,False,False
652,2004-03-12 15:08:16.776717,22.3404,False,False,False
653,2004-03-12 15:38:16.776717,22.2522,False,False,False
654,2004-03-12 16:08:16.776717,22.1346,False,False,False
655,2004-03-12 16:38:16.776717,22.2522,False,False,False
656,2004-03-12 17:08:16.776717,21.968,False,False,False
657,2004-03-12 17:38:16.776717,21.9386,False,False,False
658,2004-03-12 18:08:16.776717,22.164,False,False,False
659,2004-03-12 18:38:16.776717,22.4188,False,False,False
660,2004-03-12 19:08:16.776717,22.36,False,False,False
661,2004-03-12 19:38:16.776717,22.3208,False,False,False
662,2004-03-12 20:08:16.776717,22.1836,False,False,False
663,2004-03-12 20:38:16.776717,22.0366,False,False,False
664,2004-03-12 21:08:16.776717,21.8896,False,False,False
665,2004-03-12 21:38:16.776717,21.8112,False,False,False
666,2004-03-12 22:08:16.776717,21.7328,False,False,False
667,2004-03-12 22:38:16.776717,21.5564,False,False,False
668,2004-03-12 23:08:16.776717,21.4192,False,False,False
669,2004-03-12 23:38:16.776717,21.282,False,False,False
670,2004-03-13 00:08:16.776717,21.1644,False,False,False
671,2004-03-13 00:38:16.776717,21.0566,False,False,False
672,2004-03-13 01:08:16.776717,20.9586,False,False,False
673,2004-03-13 01:38:16.776717,20.8802,False,False,False
674,2004-03-13 02:08:16.776717,20.792,False,False,False
675,2004-03-13 02:38:16.776717,20.7626,False,False,False
676,2004-03-13 03:08:16.776717,20.6254,False,False,False
677,2004-03-13 03:38:16.776717,20.596,False,False,False
678,2004-03-13 04:08:16.776717,20.5568,False,False,False
679,2004-03-13 04:38:16.776717,20.4392,False,False,False
680,2004-03-13 05:08:16.776717,20.351,False,False,False
681,2004-03-13 05:38:16.776717,20.3216,False,False,False
682,2004-03-13 06:08:16.776717,20.2628,False,False,False
683,2004-03-13 06:38:16.776717,20.253,False,False,False
684,2004-03-13 07:08:16.776717,101.41199999999999,True,False,False
685,2004-03-13 07:38:16.776717,20.8312,False,False,False
686,2004-03-13 08:08:16.776717,22.0464,False,False,False
687,2004-03-13 08:38:16.776717,23.0264,False,False,False
688,2004-03-13 09:08:16.776717,23.977,False,False,False
689,2004-03-13 09:38:16.776717,24.7806,False,False,False
690,2004-03-13 10:08:16.776717,25.7508,False,False,False
691,2004-03-13 10:38:16.776717,26.2506,False,False,False
692,2004-03-13 11:08:16.776717,26.672,False,False,False
693,2004-03-13 11:38:16.776717,27.0542,False,False,False
694,2004-03-13 12:08:16.776717,27.2698,False,False,False
695,2004-03-13 12:38:16.776717,27.554,False,False,False
696,2004-03-13 13:08:16.776717,27.6716,False,False,False
697,2004-03-13 13:38:16.776717,27.1914,False,False,False
698,2004-03-13 14:08:16.776717,26.868,False,False,False
699,2004-03-13 14:38:16.776717,26.8288,False,False,False
700,2004-03-13 15:08:16.776717,27.0052,False,False,False
701,2004-03-13 15:38:16.776717,26.819,False,False,False
702,2004-03-13 16:08:16.776717,26.7406,False,False,False
703,2004-03-13 16:38:16.776717,26.4466,False,False,False
704,2004-03-13 17:08:16.776717,25.9272,False,False,False
705,2004-03-13 17:38:16.776717,25.4176,False,False,False
706,2004-03-13 18:08:16.776717,24.8394,False,False,False
707,2004-03-13 18:38:16.776717,24.2416,False,False,False
708,2004-03-13 19:08:16.776717,23.8104,False,False,False
709,2004-03-13 19:38:16.776717,23.4968,False,False,False
710,2004-03-13 20:08:16.776717,23.242,False,False,False
711,2004-03-13 20:38:16.776717,22.9774,False,False,False
712,2004-03-13 21:08:16.776717,22.7422,False,False,False
713,2004-03-13 21:38:16.776717,22.507,False,False,False
714,2004-03-13 22:08:16.776717,22.3208,False,False,False
715,2004-03-13 22:38:16.776717,22.0954,False,False,False
716,2004-03-13 23:08:16.776717,21.968,False,False,False
717,2004-03-13 23:38:16.776717,21.8112,False,False,False
718,2004-03-14 00:08:16.776717,21.6642,False,False,False
719,2004-03-14 00:38:16.776717,21.5662,False,False,False
720,2004-03-14 01:08:16.776717,21.4192,False,False,False
721,2004-03-14 01:38:16.776717,21.3016,False,False,False
722,2004-03-14 02:08:16.776717,21.1644,False,False,False
723,2004-03-14 02:38:16.776717,21.0174,False,False,False
724,2004-03-14 03:08:16.776717,20.9096,False,False,False
725,2004-03-14 03:38:16.776717,20.7724,False,False,False
726,2004-03-14 04:08:16.776717,20.6646,False,False,False
727,2004-03-14 04:38:16.776717,20.5568,False,False,False
728,2004-03-14 05:08:16.776717,20.4196,False,False,False
729,2004-03-14 05:38:16.776717,20.3216,False,False,False
730,2004-03-14 06:08:16.776717,20.2334,False,False,False
731,2004-03-14 06:38:16.776717,20.1158,False,False,False
732,2004-03-14 07:08:16.776717,20.1648,False,False,False
733,2004-03-14 07:38:16.776717,20.4294,False,False,False
734,2004-03-14 08:08:16.776717,21.2624,False,False,False
735,2004-03-14 08:38:16.776717,22.3208,False,False,False
736,2004-03-14 09:08:16.776717,23.2224,False,False,False
737,2004-03-14 09:38:16.776717,24.0456,False,False,False
738,2004-03-14 10:08:16.776717,24.8394,False,False,False
739,2004-03-14 10:38:16.776717,25.5156,False,False,False
740,2004-03-14 11:08:16.776717,25.8194,False,False,False
741,2004-03-14 11:38:16.776717,26.4074,False,False,False
742,2004-03-14 12:08:16.776717,26.7896,False,False,False
743,2004-03-14 12:38:16.776717,27.162,False,False,False
744,2004-03-14 13:08:16.776717,27.407,False,False,False
745,2004-03-14 13:38:16.776717,27.2796,False,False,False
746,2004-03-14 14:08:16.776717,27.1228,False,False,False
747,2004-03-14 14:38:16.776717,26.9954,False,False,False
748,2004-03-14 15:08:16.776717,27.1522,False,False,False
749,2004-03-14 15:38:16.776717,27.2698,False,False,False
750,2004-03-14 16:08:16.776717,26.7308,False,False,False
751,2004-03-14 16:38:16.776717,26.4858,False,False,False
752,2004-03-14 17:08:16.776717,24.0456,False,False,False
753,2004-03-14 17:38:16.776717,21.4486,False,False,False
754,2004-03-14 18:08:16.776717,21.87,False,False,False
755,2004-03-14 18:38:16.776717,22.164,False,False,False
756,2004-03-14 19:08:16.776717,21.9974,False,False,False
757,2004-03-14 19:38:16.776717,22.703,False,False,False
758,2004-03-14 20:08:16.776717,22.3698,False,False,False
759,2004-03-14 20:38:16.776717,22.7716,False,False,False
760,2004-03-14 21:08:16.776717,22.2326,False,False,False
761,2004-03-14 21:38:16.776717,22.3992,False,False,False
762,2004-03-14 22:08:16.776717,22.1248,False,False,False
763,2004-03-14 22:38:16.776717,22.2424,False,False,False
764,2004-03-14 23:08:16.776717,21.4192,False,False,False
765,2004-03-14 23:38:16.776717,21.5956,False,False,False
766,2004-03-15 00:08:16.776717,21.5662,False,False,False
767,2004-03-15 00:38:16.776717,21.527,False,False,False
768,2004-03-15 01:08:16.776717,21.478,False,False,False
769,2004-03-15 01:38:16.776717,21.4682,False,False,False
770,2004-03-15 02:08:16.776717,21.429,False,False,False
771,2004-03-15 02:38:16.776717,21.429,False,False,False
772,2004-03-15 03:08:16.776717,21.3702,False,False,False
773,2004-03-15 03:38:16.776717,21.3212,False,False,False
774,2004-03-15 04:08:16.776717,21.233,False,False,False
775,2004-03-15 04:38:16.776717,21.2036,False,False,False
776,2004-03-15 05:08:16.776717,21.1154,False,False,False
777,2004-03-15 05:38:16.776717,21.086,False,False,False
778,2004-03-15 06:08:16.776717,21.0762,False,False,False
779,2004-03-15 06:38:16.776717,21.086,False,False,False
780,2004-03-15 07:08:16.776717,22.9676,False,False,False
781,2004-03-15 07:38:16.776717,23.2616,False,False,False
782,2004-03-15 08:08:16.776717,23.7418,False,False,False
783,2004-03-15 08:38:16.776717,23.585,False,False,False
784,2004-03-15 09:08:16.776717,22.8696,False,False,False
785,2004-03-15 09:38:16.776717,22.899,False,False,False
786,2004-03-15 10:08:16.776717,22.2522,False,False,False
787,2004-03-15 10:38:16.776717,21.9484,False,False,False
788,2004-03-15 11:08:16.776717,22.2032,False,False,False
789,2004-03-15 11:38:16.776717,22.2816,False,False,False
790,2004-03-15 12:08:16.776717,22.6246,False,False,False
791,2004-03-15 12:38:16.776717,22.458,False,False,False
792,2004-03-15 13:08:16.776717,22.5266,False,False,False
793,2004-03-15 13:38:16.776717,22.4482,False,False,False
794,2004-03-15 14:08:16.776717,22.4188,False,False,False
795,2004-03-15 14:38:16.776717,22.0954,False,False,False
796,2004-03-15 15:08:16.776717,21.8112,False,False,False
797,2004-03-15 15:38:16.776717,22.0562,False,False,False
798,2004-03-15 16:08:16.776717,24.6826,False,False,False
799,2004-03-15 16:38:16.776717,24.6826,False,False,False
800,2004-03-15 17:08:16.776717,24.6826,False,False,False
801,2004-03-15 17:38:16.776717,24.6826,False,False,False
802,2004-03-15 18:08:16.776717,24.6826,False,False,False
803,2004-03-15 18:38:16.776717,24.6826,False,False,False
804,2004-03-15 19:08:16.776717,24.6826,False,False,False
805,2004-03-15 19:38:16.776717,24.6826,False,False,False
806,2004-03-15 20:08:16.776717,24.6826,False,False,False
807,2004-03-15 20:38:16.776717,24.6826,False,False,False
808,2004-03-15 21:08:16.776717,24.6826,False,False,False
809,2004-03-15 21:38:16.776717,24.6826,False,False,False
810,2004-03-15 22:08:16.776717,24.6826,False,False,False
811,2004-03-15 22:38:16.776717,24.6826,False,False,False
812,2004-03-15 23:08:16.776717,24.6826,False,False,False
813,2004-03-15 23:38:16.776717,24.6826,False,False,False
814,2004-03-16 00:08:16.776717,24.6826,False,False,False
815,2004-03-16 00:38:16.776717,24.6826,False,False,False
816,2004-03-16 01:08:16.776717,24.6826,False,False,False
817,2004-03-16 01:38:16.776717,24.6826,False,False,False
818,2004-03-16 02:08:16.776717,24.6826,False,False,False
819,2004-03-16 02:38:16.776717,24.6826,False,False,False
820,2004-03-16 03:08:16.776717,24.6826,False,False,False
821,2004-03-16 03:38:16.776717,24.6826,False,False,False
822,2004-03-16 04:08:16.776717,24.6826,False,False,False
823,2004-03-16 04:38:16.776717,24.6826,False,False,False
824,2004-03-16 05:08:16.776717,24.6826,False,False,False
825,2004-03-16 05:38:16.776717,24.6826,False,False,False
826,2004-03-16 06:08:16.776717,24.6826,False,False,False
827,2004-03-16 06:38:16.776717,24.6826,False,False,False
828,2004-03-16 07:08:16.776717,24.6826,False,False,False
829,2004-03-16 07:38:16.776717,24.6826,False,False,False
830,2004-03-16 08:08:16.776717,24.6826,False,False,False
831,2004-03-16 08:38:16.776717,24.6826,False,False,False
832,2004-03-16 09:08:16.776717,24.6826,False,False,False
833,2004-03-16 09:38:16.776717,24.6826,False,False,False
834,2004-03-16 10:08:16.776717,24.6826,False,False,False
835,2004-03-16 10:38:16.776717,24.6826,False,False,False
836,2004-03-16 11:08:16.776717,22.36,False,False,False
837,2004-03-16 11:38:16.776717,22.3992,False,False,False
838,2004-03-16 12:08:16.776717,22.5462,False,False,False
839,2004-03-16 12:38:16.776717,22.6246,False,False,False
840,2004-03-16 13:08:16.776717,22.605,False,False,False
841,2004-03-16 13:38:16.776717,22.556,False,False,False
842,2004-03-16 14:08:16.776717,22.4286,False,False,False
843,2004-03-16 14:38:16.776717,22.3502,False,False,False
844,2004-03-16 15:08:16.776717,22.2326,False,False,False
845,2004-03-16 15:38:16.776717,22.066,False,False,False
846,2004-03-16 16:08:16.776717,22.0366,False,False,False
847,2004-03-16 16:38:16.776717,22.0268,False,False,False
848,2004-03-16 17:08:16.776717,22.1248,False,False,False
849,2004-03-16 17:38:16.776717,22.164,False,False,False
850,2004-03-16 18:08:16.776717,22.3404,False,False,False
851,2004-03-16 18:38:16.776717,23.3596,False,False,False
852,2004-03-16 19:08:16.776717,23.5948,False,False,False
853,2004-03-16 19:38:16.776717,23.6928,False,False,False
854,2004-03-16 20:08:16.776717,23.6536,False,False,False
855,2004-03-16 20:38:16.776717,23.6536,False,False,False
856,2004-03-16 21:08:16.776717,23.6732,False,False,False
857,2004-03-16 21:38:16.776717,23.6242,False,False,False
858,2004-03-16 22:08:16.776717,23.5948,False,False,False
859,2004-03-16 22:38:16.776717,23.5752,False,False,False
860,2004-03-16 23:08:16.776717,23.5164,False,False,False
861,2004-03-16 23:38:16.776717,23.4772,False,False,False
862,2004-03-17 00:08:16.776717,23.4282,False,False,False
863,2004-03-17 00:38:16.776717,23.3792,False,False,False
864,2004-03-17 01:08:16.776717,23.3106,False,False,False
865,2004-03-17 01:38:16.776717,23.2322,False,False,False
866,2004-03-17 02:08:16.776717,23.0656,False,False,False
867,2004-03-17 02:38:16.776717,22.85,False,False,False
868,2004-03-17 03:08:16.776717,22.654,False,False,False
869,2004-03-17 03:38:16.776717,22.4874,False,False,False
870,2004-03-17 04:08:16.776717,22.2816,False,False,False
871,2004-03-17 04:38:16.776717,22.1248,False,False,False
872,2004-03-17 05:08:16.776717,22.0464,False,False,False
873,2004-03-17 05:38:16.776717,21.9582,False,False,False
874,2004-03-17 06:08:16.776717,21.87,False,False,False
875,2004-03-17 06:38:16.776717,21.821,False,False,False
876,2004-03-17 07:08:16.776717,21.7916,False,False,False
877,2004-03-17 07:38:16.776717,20.988,False,False,False
878,2004-03-17 08:08:16.776717,20.9684,False,False,False
879,2004-03-17 08:38:16.776717,21.1154,False,False,False
880,2004-03-17 09:08:16.776717,21.527,False,False,False
881,2004-03-17 09:38:16.776717,21.6936,False,False,False
882,2004-03-17 10:08:16.776717,22.017,False,False,False
883,2004-03-17 10:38:16.776717,22.4384,False,False,False
884,2004-03-17 11:08:16.776717,22.7324,False,False,False
885,2004-03-17 11:38:16.776717,22.2228,False,False,False
886,2004-03-17 12:08:16.776717,22.2424,False,False,False
887,2004-03-17 12:38:16.776717,22.3306,False,False,False
888,2004-03-17 13:08:16.776717,22.4286,False,False,False
889,2004-03-17 13:38:16.776717,22.3796,False,False,False
890,2004-03-17 14:08:16.776717,22.3404,False,False,False
891,2004-03-17 14:38:16.776717,22.3012,False,False,False
892,2004-03-17 15:08:16.776717,22.36,False,False,False
893,2004-03-17 15:38:16.776717,22.213,False,False,False
894,2004-03-17 16:08:16.776717,22.1052,False,False,False
895,2004-03-17 16:38:16.776717,22.0758,False,False,False
896,2004-03-17 17:08:16.776717,22.0856,False,False,False
897,2004-03-17 17:38:16.776717,21.9778,False,False,False
898,2004-03-17 18:08:16.776717,22.1934,False,False,False
899,2004-03-17 18:38:16.776717,22.9872,False,False,False
900,2004-03-17 19:08:16.776717,23.1636,False,False,False
901,2004-03-17 19:38:16.776717,23.2322,False,False,False
902,2004-03-17 20:08:16.776717,23.1832,False,False,False
903,2004-03-17 20:38:16.776717,23.1342,False,False,False
904,2004-03-17 21:08:16.776717,22.997,False,False,False
905,2004-03-17 21:38:16.776717,22.8794,False,False,False
906,2004-03-17 22:08:16.776717,22.7226,False,False,False
907,2004-03-17 22:38:16.776717,22.5756,False,False,False
908,2004-03-17 23:08:16.776717,22.4776,False,False,False
909,2004-03-17 23:38:16.776717,22.3208,False,False,False
910,2004-03-18 00:08:16.776717,22.2424,False,False,False
911,2004-03-18 00:38:16.776717,22.0464,False,False,False
912,2004-03-18 01:08:16.776717,21.8994,False,False,False
913,2004-03-18 01:38:16.776717,21.7034,False,False,False
914,2004-03-18 02:08:16.776717,21.4878,False,False,False
915,2004-03-18 02:38:16.776717,21.3016,False,False,False
916,2004-03-18 03:08:16.776717,21.184,False,False,False
917,2004-03-18 03:38:16.776717,21.0664,False,False,False
918,2004-03-18 04:08:16.776717,20.988,False,False,False
919,2004-03-18 04:38:16.776717,20.9096,False,False,False
920,2004-03-18 05:08:16.776717,20.792,False,False,False
921,2004-03-18 05:38:16.776717,20.7724,False,False,False
922,2004-03-18 06:08:16.776717,20.7136,False,False,False
923,2004-03-18 06:38:16.776717,20.645,False,False,False
924,2004-03-18 07:08:16.776717,20.6352,False,False,False
925,2004-03-18 07:38:16.776717,19.8904,False,False,False
926,2004-03-18 08:08:16.776717,20.0472,False,False,False
927,2004-03-18 08:38:16.776717,20.106,False,False,False
928,2004-03-18 09:08:16.776717,20.3118,False,False,False
929,2004-03-18 09:38:16.776717,20.694,False,False,False
930,2004-03-18 10:08:16.776717,21.8504,False,False,False
931,2004-03-18 10:38:16.776717,21.4682,False,False,False
932,2004-03-18 11:08:16.776717,21.6054,False,False,False
933,2004-03-18 11:38:16.776717,21.9484,False,False,False
934,2004-03-18 12:08:16.776717,22.1738,False,False,False
935,2004-03-18 12:38:16.776717,22.4188,False,False,False
936,2004-03-18 13:08:16.776717,22.311,False,False,False
937,2004-03-18 13:38:16.776717,22.3992,False,False,False
938,2004-03-18 14:08:16.776717,22.164,False,False,False
939,2004-03-18 14:38:16.776717,21.9974,False,False,False
940,2004-03-18 15:08:16.776717,21.8112,False,False,False
941,2004-03-18 15:38:16.776717,21.7916,False,False,False
942,2004-03-18 16:08:16.776717,21.9092,False,False,False
943,2004-03-18 16:38:16.776717,21.9288,False,False,False
944,2004-03-18 17:08:16.776717,21.5466,False,False,False
945,2004-03-18 17:38:16.776717,21.2918,False,False,False
946,2004-03-18 18:08:16.776717,21.478,False,False,False
947,2004-03-18 18:38:16.776717,22.066,False,False,False
948,2004-03-18 19:08:16.776717,22.1248,False,False,False
949,2004-03-18 19:38:16.776717,22.0464,False,False,False
